Date,Open,High,Low,Close
2018-01-02,60.01466583087383,61.56618120236551,55.50325743124281,58.247278360497795
2018-01-03,63.588751541292744,68.19905958045156,54.47447866941736,59.60954903025232
2018-01-04,58.44737597036931,60.777177308099034,55.9701824426206,57.367667536190794
2018-01-05,63.32808534267609,69.00188976185044,58.94262247284704,61.33471149228761
2018-01-08,64.88454386571202,69.72304977180409,59.26464523148596,63.51277922559847
2018-01-09,62.91602329251034,67.62376974674464,55.36312952217501,59.515899697155184
2018-01-10,64.50502413992392,66.13155159481977,58.98462529163006,63.988772778851214
2018-01-11,59.822725065803944,65.10614389298682,56.04158261219125,59.091839426054314
2018-01-12,65.29594221362242,67.43276019872232,58.08960937589601,62.682399186746196
2018-01-16,62.744212607813004,63.74000938790134,57.59787797775772,59.60427292560937
2018-01-17,66.44980343412483,71.17467238084903,63.1715029845608,65.01224920723105
2018-01-18,67.95543097011388,68.57686288623711,58.470825505914675,63.37829493782096
2018-01-19,64.63347490559562,67.9398988333052,57.957023920572475,63.160215652234555
2018-01-22,70.72988261674249,75.89231873903674,61.79810087835221,65.0268155186476
2018-01-23,66.3602691123355,69.9047125171679,58.5624700732412,64.51748170073691
2018-01-24,68.76507556971676,68.85624647557975,58.704658847565945,62.74166839572225
2018-01-25,65.73770302207218,67.96923474440194,58.39800040098566,64.4100916416236
2018-01-26,69.97095755548779,73.77281649130009,63.36195098744446,63.884256870846514
2018-01-29,63.0836470458849,63.16209001464166,59.726608800021694,62.0671628454398
2018-01-30,73.3514407586542,78.21106346583794,64.33827996626422,67.98501871234652
2018-01-31,64.88091178142331,65.33333428351155,57.82855284049566,62.617138820472086
2018-02-01,70.79776416078168,73.86280559792652,64.28277990058571,65.3025282524767
2018-02-02,69.06859902184456,75.15222300413896,59.89325810718195,63.267394546455385
2018-02-05,69.56504370618559,74.18156408070601,61.52382374979025,67.40873306904106
2018-02-06,71.73008937695617,73.66672076231758,61.70542087775914,65.91334613802047
2018-02-07,65.34456350435502,70.59697524956846,60.64560586192597,64.46495471478097
2018-02-08,71.02470749091772,71.75514766448468,60.15263843710073,65.11037490200056
2018-02-09,68.41063888216628,69.304413297402,65.84151967082113,66.78533699107547
2018-02-12,68.80839540953174,68.870526820579,61.239367083339246,66.84177876218232
2018-02-13,69.30367388350022,69.32992448999741,62.623300218308735,67.58248503204753
2018-02-14,72.91779246764081,78.30802809688524,63.80853053113382,67.95286121420722
2018-02-15,71.54636899510689,74.86843007770561,65.7714190252712,68.28958800673179
2018-02-16,73.49074963210043,74.65096597244084,67.73695752324959,68.61664292244812
2018-02-20,70.40021919560296,74.58752772388293,62.38257437669551,66.93945875757763
2018-02-21,69.20739303091455,73.55625344027426,67.8015154614993,69.08646928028794
2018-02-22,68.76669782847333,74.60635536003633,59.675746885532114,63.73991247141611
2018-02-23,64.72457969796334,67.17091271514744,57.96773229165839,63.491078677379285
2018-02-26,67.89260307835154,68.57314422855978,65.03137429270876,65.12502028446637
2018-02-27,70.14803958398207,71.78435261223775,60.900903602894395,65.8958294657937
2018-02-28,66.4383177361972,68.09600289546204,58.133614355498715,63.37345767805928
2018-03-01,70.94895919096548,75.48736547021483,66.0504604341095,68.34804688026546
2018-03-02,63.54068923356982,64.49641307700252,58.61106670079153,62.908956208321854
2018-03-05,67.22127802656804,69.43466055405732,59.101480549790686,62.213679172120415
2018-03-06,72.2112133164229,73.74208378219686,64.74986885211317,68.17013607484736
2018-03-07,69.6101054938902,72.1110899583953,59.20041245105556,64.8058069485038
2018-03-08,64.31837844672935,69.41433767995761,61.507618740502856,62.33833810171351
2018-03-09,63.5040533266266,63.69571851192181,59.072225417242514,62.04716314699526
2018-03-12,69.16559678476303,69.49194755854484,57.90460153144309,63.00106679586991
2018-03-13,67.19375799912312,71.74447714215857,65.51590640743419,66.87999240376092
2018-03-14,70.6246638139692,75.73393584026034,63.29436165460182,64.67152055814047
2018-03-15,64.28112006835791,68.7757472917601,61.59475333858714,63.44264119766902
2018-03-16,66.25047615623946,68.96417497362697,62.019678004618136,62.66750973790851
2018-03-19,64.16232680733472,64.28589730125458,59.791815613155904,62.148844800437544
2018-03-20,66.13064861379722,66.23862467273932,63.95208190720972,64.67492996220338
2018-03-21,64.9141448784517,67.18339055141023,58.6433946685792,62.38603934227393
2018-03-22,65.87673060495068,70.52036771246918,60.437040617950764,65.18516551140223
2018-03-23,66.21421269003051,69.81400306846689,57.877171164318085,61.73904132069795
2018-03-26,68.62725010055163,73.27610580402272,64.43498172608655,64.936849836046
2018-03-27,66.85919747015056,67.43471142720315,59.30794906449097,63.368479063848255
2018-03-28,63.26581136379489,67.08560676359092,61.891831514108695,63.24585277251989
2018-03-29,64.09181976110989,69.18051513717154,61.29826547697305,61.62170774723116
2018-04-02,63.5623997879689,66.91171827519243,60.15866011877567,61.69548205446976
2018-04-03,59.015886081341826,60.522800138684744,55.72927379256325,58.63850829152724
2018-04-04,63.81378039875855,66.72060818104802,60.808949069773924,63.507854299491314
2018-04-05,63.765876898393834,65.53682078463407,59.19981035926793,63.357632021565934
2018-04-06,63.03365922446796,67.58837966380685,59.91531628654412,62.9223812467105
2018-04-09,60.440695370403866,65.79992117441881,55.062399125394464,58.62320404710303
2018-04-10,58.559502124936884,62.64244802933986,55.523116828170636,57.23308738630615
2018-04-11,63.05445056171923,64.66477675764423,56.88814570890389,59.940324515861256
2018-04-12,63.96518873886955,68.72064928814848,61.79140177865175,62.6112105406778
2018-04-13,64.55991930836397,65.17754799585362,58.82970800817282,59.02201224008736
2018-04-16,59.456581266427904,64.60014396196834,53.59881926082341,58.60239888359922
2018-04-17,57.572463501211516,58.566480496598835,55.70282863113877,57.497828638031656
2018-04-18,58.5037209325019,62.74048074260289,56.40391330361433,57.73708991427176
2018-04-19,60.27067805505317,65.74060826156243,57.34113179763042,59.019950845245475
2018-04-20,64.85159468425925,66.30653105450855,57.654402839704616,59.782767049884924
2018-04-23,64.45517019024976,68.51822621139722,59.30481114187978,59.38023378986202
2018-04-24,57.50413066953755,60.5515146829705,52.709161008160194,56.74580256927042
2018-04-25,59.94410409242156,65.49435662635905,51.948472124783486,56.51333985109354
2018-04-26,57.70356241036109,59.21983791593927,51.57831649893224,55.81892395015995
2018-04-27,62.52351080557428,63.47397671864143,58.79196387170732,59.15361145751365
2018-04-30,64.19618116658962,67.37467307522617,57.873980158696774,59.922194194687215
2018-05-01,59.8290048301851,62.287771167515146,54.39857614053639,59.08663943956646
2018-05-02,59.48474556392856,59.6075132518449,54.311699627446764,58.44731664911531
2018-05-03,59.750101966580914,64.06884098317867,57.16148339122568,58.092790881261195
2018-05-04,58.201479319249614,62.366384054498035,52.2302411620679,55.578598169933066
2018-05-07,64.7048306138101,66.32141804077237,59.8246933968033,59.95320010686066
2018-05-08,60.28399372985079,64.5127285805644,54.4675167088733,59.79391309038495
2018-05-09,56.56741889720442,56.572551779253985,49.889131978630566,55.33182053836255
2018-05-10,56.4640049877419,57.30466291160583,54.86847053418436,56.44330482518408
2018-05-11,61.19466458177574,63.92489042588371,58.191915178469706,60.33403178137148
2018-05-14,60.24115181861208,61.99901847272808,52.69720728710197,57.87105582545781
2018-05-15,61.38634872854385,65.62764179050296,53.103696277374354,58.29303189941378
2018-05-16,59.71375546808305,64.5385450194129,56.93060239343935,58.799248337083064
2018-05-17,63.12237561271241,65.03226046653876,55.16000974550031,59.966814919351414
2018-05-18,60.17210599943908,65.57597323856714,53.552443836981716,56.81602622291902
2018-05-21,64.53210073400558,64.82883201175792,58.331965046331916,60.755994665813574
2018-05-22,61.57264023712406,64.39133457477189,57.274353766538056,57.78420742143269
2018-05-23,65.49889784086757,69.97281146793551,59.48245634982701,61.41039888856828
2018-05-24,62.55872843117788,65.80282074895356,55.34036615594599,57.841353709535554
2018-05-25,63.58577646012957,68.41073940016916,58.62399914735694,60.44542796765933
2018-05-29,61.75609314253149,62.42987297588686,53.16967768839709,58.42948445275973
2018-05-30,57.210735305950614,58.06075458371174,54.892566734843356,56.647292716180004
2018-05-31,61.458014154158334,65.89803498158653,53.211847185417284,57.391445795183465
2018-06-01,63.680590558197245,65.1221956996286,55.94959677535606,58.98014550436978
2018-06-04,66.1368197126469,67.66634550904101,58.09543830681217,61.39626116480232
2018-06-05,65.32813345855875,70.53486900230422,55.39628800390222,59.70142603268749
2018-06-06,63.361820433166336,67.6381546717371,57.258488166069384,58.008545450375465
2018-06-07,65.6588770887036,66.29025589545348,58.95987370108035,62.563070811175805
2018-06-08,61.61942749006913,61.72819587830749,57.898213100105984,59.593342839432815
2018-06-11,66.93960374668552,69.94344012336072,58.71288548945573,63.233738050273146
2018-06-12,66.37362583499642,68.85661153370764,58.97683919580875,64.67337903842376
2018-06-13,64.42928702924385,68.08112277331348,56.302667877383605,60.01601557011543
2018-06-14,64.7921082349629,69.13476584502692,58.88918081507431,62.663040069917685
2018-06-15,63.58509736323924,66.62758090055148,57.49328913408888,61.23555812968779
2018-06-18,70.32660584816604,72.94172853739529,62.73205129256222,65.57029851298526
2018-06-19,64.05186528015588,67.78501304294049,62.04936836647088,63.66008962980595
2018-06-20,72.12457305025849,76.80620643084359,62.28892718705449,66.0909856367878
2018-06-21,68.28971069253762,71.97848413762387,57.54421658037389,62.5888414882663
2018-06-22,66.7590896380817,72.2086273015706,63.5607818208416,66.49045198879219
2018-06-25,69.68488249577848,74.02912244355527,60.001939283136124,63.604912785720934
2018-06-26,66.45460072123976,71.6298083160504,59.96460815524991,64.61117159461705
2018-06-27,67.12162797502674,67.26636179021628,59.89299346865923,62.17049230672543
2018-06-28,67.2975187330585,72.9916064393635,62.58014010792092,64.86950197409405
2018-06-29,69.03736544279876,73.45133176551565,61.92722347965082,67.64442457226097
2018-07-02,69.17234846874817,70.14599413892577,59.83303263044037,63.29344497407325
2018-07-03,69.66691150096048,70.67467401575487,62.851486868735485,68.04869903839449
2018-07-05,68.57256030230958,72.0509306806414,64.4291772883624,64.97666689837902
2018-07-06,65.3821542514191,66.5689357117028,62.383606961092774,63.987802413420034
2018-07-09,66.20971805595087,72.34591327215934,61.44653667695811,65.20050626093801
2018-07-10,75.97988869334814,79.0538329322626,67.4041384685716,69.74399176889374
2018-07-11,72.4552413796113,77.68392493095315,68.05201692322927,69.1115245836569
2018-07-12,68.56481409455175,72.09708504739264,63.15549559098878,67.91392607590711
2018-07-13,72.31952761288166,78.23239712238306,60.8071051071081,66.1960935039872
2018-07-16,73.6294759292745,73.66000775242496,64.77074476648738,68.94105570106571
2018-07-17,73.25374588372627,78.14119572062526,63.17595733811854,67.14610065204788
2018-07-18,74.4126615302344,74.77835252888255,70.55436233573427,71.77229210855421
2018-07-19,72.96067457476624,73.56786748925919,63.09335708225947,67.06026145655481
2018-07-20,76.15245032750163,82.30773992857881,65.6933791493691,72.04591470224254
2018-07-23,70.1354179208862,72.70902904861799,66.50893222827014,68.34525742128157
2018-07-24,68.34183201877649,69.20192854915305,64.35860739800694,66.95755007266753
2018-07-25,71.470179377802,72.9066176679983,67.08629944410838,71.06544028456351
2018-07-26,68.5279037902575,70.0964518869925,63.66623910173573,66.8796879417025
2018-07-27,72.16368480522195,73.33534764477037,65.99852394038938,68.62803700985181
2018-07-30,77.00944296504977,80.37835694041766,66.61775530530097,71.54043495393019
2018-07-31,72.34130120794178,72.57228856287014,68.54034836618878,68.73041704958416
2018-08-01,79.35780875275634,81.79860784287946,71.6729972174864,73.57317955258173
2018-08-02,79.39343066470448,82.11505861584901,66.62768757266738,73.04069393362587
2018-08-03,75.31253537185705,78.35842855505197,64.55249146821514,69.9898676105756
2018-08-06,72.04007634595263,72.99278649974943,63.90118984283537,69.03205633210077
2018-08-07,71.68252349408289,76.8363721183066,70.47247968476744,71.60613132237799
2018-08-08,69.86232539600894,73.71977326905696,67.07056622221704,69.05481665629239
2018-08-09,80.38887279632999,85.42295239106465,68.26730624872036,74.42275146037912
2018-08-10,69.7764342345391,70.67962949685536,61.987400097988115,67.69022103727615
2018-08-13,72.38089497705927,73.7113170533942,65.7975287471621,69.46557455040033
2018-08-14,70.47094459017228,75.25821257321682,64.91067145831164,70.21514968084044
2018-08-15,72.08565460426256,76.11042174177162,64.12535524908749,68.79080999052061
2018-08-16,75.71625159860906,79.89574250697301,68.98293636205412,72.42788849014718
2018-08-17,76.93519165689743,80.24337756416577,71.3936024208171,73.2441151183944
2018-08-20,73.81410435075833,75.43055507523647,68.10162808355798,70.06414212478528
2018-08-21,68.95440257542573,72.28965486170193,62.031144564068505,67.469585860487
2018-08-22,75.24078723550481,78.1937256033718,66.22532775515505,71.13140903300001
2018-08-23,76.97534757590287,81.73286202054557,67.73318166549662,73.75302869963056
2018-08-24,71.57920268866123,71.62701904957649,63.19402265077107,68.19282722415117
2018-08-27,72.6165313789715,73.61241043284285,64.69415862391094,68.88395681973964
2018-08-28,71.90264862388749,77.92845318863174,67.16797110327747,71.46728941186655
2018-08-29,77.53982819549293,80.05325791354653,71.39530920107082,71.41149901038668
2018-08-30,69.64913114316525,70.89477544592378,65.90501836486632,67.39009829976114
2018-08-31,74.48605180393993,75.89992321559554,68.98672767811831,71.53099142596683
2018-09-04,68.6312813951712,71.33481544679938,61.2020692569284,66.45517581142204
2018-09-05,74.69651916700325,80.72275336818214,68.25250794486588,68.91039029271977
2018-09-06,68.7972486290659,71.84537548608088,62.35196292373997,65.68677030882024
2018-09-07,71.1972510424009,75.17359900563193,68.49567170410859,69.68832280236984
2018-09-10,74.27657036682525,77.7431321810616,64.80844466059247,70.43438530760795
2018-09-11,73.5791706517615,75.56628920194287,67.11297922901207,67.33635902471103
2018-09-12,72.84491625825997,78.12540397297461,66.16648969011463,69.26627650102529
2018-09-13,66.16995480357603,70.53679883125872,64.33205485459449,64.9055561667229
2018-09-14,71.91653166502971,76.15184766331328,64.86349176369986,70.39646296280375
2018-09-17,70.02548251644181,76.34889119080333,66.79272167634566,68.25780811172662
2018-09-18,73.99487033954568,78.07724287829596,69.02345508552418,70.02291805066162
2018-09-19,69.80949427499485,73.24037080489579,65.54261145109206,66.3780081132592
2018-09-20,73.31956219889852,75.61250608439376,67.10340206191707,68.50058144250566
2018-09-21,67.13013501720107,71.78138300084622,61.224161541526016,66.79319360159565
2018-09-24,70.80254580338546,72.67781894496878,61.474787811426395,66.884313587162
2018-09-25,72.69343780194765,74.83920055206987,62.04547176636637,68.07807104788222
2018-09-26,73.41889256195113,74.81806712493812,62.82251907335035,67.47787344102777
2018-09-27,69.00103922219093,71.4957307706086,58.445818131792485,64.34784413927669
2018-09-28,66.651355594247,68.48668449217651,61.6690100413256,65.74244498426253
2018-10-01,68.63583712714956,69.0989853060802,64.50158613245814,66.12981778370488
2018-10-02,69.68569374808803,73.38477130902152,64.14839924312872,66.29731133503212
2018-10-03,65.26461704038991,65.28425768623592,57.832495733424096,63.90284478973807
2018-10-04,65.50513186720768,70.75441049916992,60.5241689244816,64.54802202955358
2018-10-05,68.9037018018384,74.01031571066548,61.04292056267269,64.01956027160216
2018-10-08,69.29116218452093,72.1941283507866,63.100545741562705,65.23830486965417
2018-10-09,69.09917115830467,73.45881673639157,62.67740295185702,64.7463901647272
2018-10-10,69.33192964014242,69.84460934979268,63.496108237724194,65.38320821453672
2018-10-11,64.79357791001249,67.99252863244713,59.76291794266264,63.13788149479969
2018-10-12,62.40148563544715,65.2628783313711,55.233248528979296,60.67443513599468
2018-10-15,68.36747540239772,69.8803603045448,62.08267539276036,65.7363121825813
2018-10-16,64.05903724423285,67.44582231978383,59.43186381931329,61.77324459711929
2018-10-17,66.58388075826747,69.99159357716927,62.479713900681155,65.94272746212513
2018-10-18,66.3922076799732,69.0995812353867,57.1632442599867,60.8314382411904
2018-10-19,64.53557017451749,66.05181238914756,55.843305437098216,61.19551643686337
2018-10-22,69.0898906087594,72.34316542051697,60.532075094875104,65.16007768939187
2018-10-23,67.26678762311819,70.88056644889807,57.69690957859754,63.557128308937536
2018-10-24,68.80339387079675,73.57821834606113,60.056057455920616,63.537395859429154
2018-10-25,68.1929835409332,70.30072287635423,59.65077617839831,65.26182798405772
2018-10-26,66.06407277693442,68.74197465255585,63.46104373655437,64.46376425863359
2018-10-29,64.8301125800091,67.24167593497496,63.485543233069876,63.56109994770715
2018-10-30,62.86943268211517,64.48646250419357,58.803624331234786,61.70408613809321
2018-10-31,69.29252581412864,69.95261104259302,62.97811491852392,63.7107467156282
2018-11-01,62.91302790586892,67.74988760574132,59.32017444004725,62.14926595934042
2018-11-02,69.1731525990902,71.95227373351774,64.01069209276321,64.72238745355659
2018-11-05,68.62069432240975,73.46347843696775,59.92816248524802,63.48835430846876
