Date,Open,High,Low,Close,Volume
2018-01-02,11.610904383109862,12.007102974269513,10.698740217123833,10.831528440660518,50000000.91636982
2018-01-03,12.544268771601448,12.763519213269264,10.48147876440381,11.483347585182045,126412829.19717251
2018-01-04,11.539639498874841,11.971120339870525,10.305067186294163,11.156404901680553,50000000.289546385
2018-01-05,12.14617730091226,13.17587231573622,10.733832972667157,11.604062122318773,146284610.36184284
2018-01-08,11.812655129405726,12.899765785924433,11.20348787459252,11.61795445134825,84626660.77077293
2018-01-09,11.116242594483193,11.319663644049239,9.826008023228585,10.891300358415346,76587949.56316172
2018-01-10,12.10882389834151,13.031777005670092,11.178167288304493,11.923303854494158,182882706.92871654
2018-01-11,11.484275982141543,12.543781071483512,10.607514079825668,11.448499811196342,50000000.55250909
2018-01-12,11.929652649300513,12.270726853604813,10.563548446660802,11.286484491259564,50000000.5966564
2018-01-16,12.163859360972083,12.237862362594143,11.052357816105712,11.894581468158894,78701975.51251265
2018-01-17,12.468344125492678,12.987598431353826,10.830302519616023,11.520660554860767,50000000.23630536
2018-01-18,12.280228259504906,12.687052349945981,11.05331376768984,12.111731286639278,121896248.38062939
2018-01-19,11.850349499643357,12.045162106358847,10.635734673614081,11.323744109816928,61742804.45330699
2018-01-22,11.97554548046042,12.19364356337708,11.589586756935496,11.843868583532513,141578286.64837757
2018-01-23,12.407395141602821,13.22679404261463,11.19660856718575,12.060686618684423,121060895.20003173
2018-01-24,13.689741123138301,14.80962690497735,12.14076600934881,12.650769908180184,199052286.52589643
2018-01-25,12.493728039722964,13.304640274034535,11.151846451715457,11.519450781067349,50000000.15419865
2018-01-26,13.059451067643076,13.70909929678727,11.605244545531223,12.021346928098836,138225074.71012938
2018-01-29,11.765547406018193,11.825585464667775,10.623353142110718,11.711579248990589,50000000.67463738
2018-01-30,11.69785983057477,12.787766963145282,11.189205122322445,11.358756307395794,60622866.696556546
2018-01-31,12.065410840403064,12.568206565266754,10.638256173931287,11.579015921936898,50000000.87583722
2018-02-01,12.271951794927318,12.842640751762161,10.570646107171738,11.470266973773652,64155128.093841635
2018-02-02,11.731033632379072,12.524450581181524,10.949310215627294,11.602040202292606,50000000.17094653
2018-02-05,11.943929750956627,12.553123770796066,11.10925414209891,11.736777493802906,50000000.507707216
2018-02-06,12.58311548335012,13.535733896343253,11.387694948760018,11.663407693529534,50000000.31516305
2018-02-07,11.700102181532335,12.376428742615882,10.627604965996209,10.874441851211719,138639848.67943534
2018-02-08,11.201565515205736,11.854506706398285,10.013799448854241,10.428877629688568,407779436.3427119
2018-02-09,11.602162950647543,11.684817875870506,11.14439119284946,11.386607389965022,64135270.25751604
2018-02-12,11.49284314317799,12.243919488505728,10.392087235004958,10.836707768102626,127046684.77460523
2018-02-13,10.364955381803684,11.014576567005502,9.414049986576261,9.950752854346554,411525054.759039
2018-02-14,10.699258112331357,11.590244240251804,9.708884058740985,10.363731032660663,159860476.82487985
2018-02-15,10.307807992922037,10.780710191259667,9.295345402043617,9.540026180595952,286029186.18099666
2018-02-16,10.26644122679754,10.584673325490838,9.856308444822423,9.96029364467918,395818427.4804176
2018-02-20,10.388929787575421,10.965424324000663,9.651052480553437,9.798877686352853,324956309.54144466
2018-02-21,9.36516269336837,9.503022159057004,8.478429929491751,9.2848044202403,438096198.091651
2018-02-22,10.2861652130529,10.536491247467643,9.155235261547546,9.902728861293992,181976850.0509191
2018-02-23,9.334045780764948,9.398879013081507,9.209007829347014,9.24549192098562,243189220.8296665
2018-02-26,8.983533915614444,9.234873316312013,7.998757093714553,8.223566432330175,200024185.38456297
2018-02-27,8.228744506552722,8.67548053913551,7.937004999419342,8.006471856232725,232869946.3188529
2018-02-28,8.206759405443906,8.338839954024309,7.617536026069308,8.168098006601737,482206913.20281845
2018-03-01,9.277716156177434,10.057634961670525,8.086195566238633,8.468516910559222,392200977.770278
2018-03-02,9.086673449197363,9.568598412294774,8.587072761630393,8.614535414696961,246524773.05993634
2018-03-05,7.430634807478784,7.820106744613381,6.8768780036245785,7.294169610471429,212328943.6132276
2018-03-06,8.339748348032662,8.5667834061261,7.17393565595054,7.879750496756736,220503381.1960346
2018-03-07,7.5578882663198375,8.04121138736247,7.140516693178952,7.371062403044638,471117848.71048784
2018-03-08,6.916070784864985,7.265463796071528,6.746096800747991,6.781146167329686,335397843.0429917
2018-03-09,6.836859186918233,7.250723998556709,6.290194615205061,6.4597171650916,310242392.57951415
2018-03-12,6.955916033002712,7.442721777908431,6.29655439977577,6.373112910699052,166806734.38887343
2018-03-13,5.995748395728357,6.3543202122064715,5.472506502542071,5.670642380895227,389269600.46945846
2018-03-14,5.122084703541034,5.559461549821279,4.899547883224452,5.035283744904079,314184890.9940907
2018-03-15,5.629505902810746,5.929590105604995,5.075421422897556,5.368581539961524,321446835.16593313
2018-03-16,5.82408834797667,6.298718617425479,5.152460140324045,5.507730473497343,194854340.6187051
2018-03-19,5.867579203880071,6.072857587890762,5.211643463265471,5.413083405149215,179851643.49761018
2018-03-20,5.127229358829719,5.171898912420457,4.478175761490183,4.781475338773582,403291746.671112
2018-03-21,4.0359240303963775,4.19011689157397,3.6272370208883364,3.8425153354244403,263891270.96912247
2018-03-22,4.376059792005106,4.733088681139058,3.9337552072015716,4.04434720860878,307317203.9895537
2018-03-23,3.6656363336180036,3.905577540927441,3.2529568756589784,3.5206586829860655,498106466.51743674
2018-03-26,4.4145478273953005,4.648174262538119,3.8200202082090784,4.140614732503814,488168729.93858504
2018-03-27,4.01762539246968,4.3553580331749595,3.7354212734967405,4.002808345577393,236300584.01813552
2018-03-28,3.7452830018295598,3.885070050053882,3.536708182949485,3.635806790358256,303735898.6948405
2018-03-29,3.261506082325914,3.512578325219842,3.005696402265068,3.225844395668803,288864305.7421836
2018-04-02,2.80045330539675,2.9768027610183054,2.62275317304128,2.6878103612694892,223178682.57773185
2018-04-03,3.277107832464168,3.4270344246722453,2.86490518427505,3.153142672005842,190327893.51249564
